reviewid,userId,movieId,rating,timestamp
54774,610,3484,2.5,1493847533
55067,610,3521,4.5,1479544464
55158,610,3527,5,1479545223
55253,610,3535,4.5,1493845085
55392,610,3552,3,1493850250
55397,610,3553,2,1493849267
55482,610,3564,2,1493845744
55686,610,3578,5,1493844672
55813,610,3616,2,1493849497
55854,610,3617,3.5,1493846738
55945,610,3623,3,1479542001
55988,610,3624,3.5,1479542288
56113,610,3646,1,1493847238
56228,610,3671,5,1493850253
56295,610,3681,5,1479544793
56319,610,3683,3.5,1479544378
56388,610,3696,3.5,1495959233
56443,610,3698,3,1493850348
56456,610,3699,3.5,1479543101
56548,610,3703,4.5,1493850272
56682,610,3717,2.5,1493845921
56702,610,3726,4.5,1479543116
56710,610,3727,4,1495959265
56792,610,3740,4.5,1479543090
56835,610,3744,3,1493847444
56864,610,3745,3,1493846489
56946,610,3751,4,1493846458
56992,610,3752,3.5,1479544274
57060,610,3753,3.5,1493844911
57244,610,3785,3,1493847021
57409,610,3793,3.5,1493844700
57440,610,3798,3.5,1493845190
57546,610,3821,3,1493845586
57592,610,3825,1.5,1493847097
57631,610,3826,3,1479545769
57822,610,3863,3,1493848101
57831,610,3865,4,1493850540
57924,610,3879,3,1493846935
57958,610,3882,2.5,1493847083
57968,610,3889,3,1493847935
57987,610,3893,3.5,1493847096
57997,610,3896,4.5,1493846923
58080,610,3897,5,1493844879
58091,610,3908,2.5,1493848184
58168,610,3911,4.5,1493847010
58218,610,3916,3.5,1493845124
58233,610,3917,4,1495959411
58251,610,3925,5,1479544462
58289,610,3943,2.5,1493850543
58290,610,3945,3,1493850190
58389,610,3948,4,1493847002
58485,610,3949,3.5,1493844890
58569,610,3967,4.5,1493845131
58596,610,3968,2.5,1493847156
58640,610,3972,5,1479542325
58644,610,3973,2.5,1493849177
58717,610,3977,2,1493845895
58756,610,3979,2.5,1493847839
58783,610,3981,2,1493849562
58839,610,3986,2.5,1493845514
58878,610,3988,2.5,1479544727
58977,610,3994,4.5,1493845907
59087,610,3996,5,1493844825
59099,610,3997,1,1493846855
59125,610,3999,3,1493846122
59313,610,4011,4.5,1493844858
59434,610,4016,3.5,1493846482
59502,610,4018,3,1493849355
59543,610,4020,3.5,1479542683
59648,610,4022,3.5,1493844852
59671,610,4023,3,1493847089
59738,610,4025,2.5,1493845911
59832,610,4027,4.5,1479544343
59849,610,4030,2,1493849744
59935,610,4034,3.5,1493845019
60044,610,4054,2,1493849410
60249,610,4105,5,1479542650
60365,610,4144,3.5,1493849433
60409,610,4148,3.5,1493845142
60434,610,4153,3,1493847986
60459,610,4159,2.5,1493846917
60810,610,4226,5,1493844685
60820,610,4228,3,1493847574
60857,610,4232,3.5,1479542821
61034,610,4246,3.5,1493844928
61055,610,4247,3,1493846836
61162,610,4262,4.5,1493850328
61221,610,4270,3,1493845935
61317,610,4299,3,1493846759
61499,610,4306,3.5,1493844678
61555,610,4308,2.5,1493844949
61598,610,4310,2.5,1493849358
61741,610,4343,3,1493845516
61775,610,4344,2.5,1493847413
61916,610,4367,2,1493845955
61927,610,4368,2,1493847308
61972,610,4369,3,1493845958
62028,610,4370,3.5,1493844965
62052,610,4378,4,1493847516
62089,610,4387,3.5,1493847571
62115,610,4388,2.5,1493847172
62199,610,4437,5,1479544823
62251,610,4446,3,1493846475
62335,610,4448,3.5,1493847447
62343,610,4450,1,1493847748
62382,610,4467,4.5,1479543376
62463,610,4497,3,1479545237
62552,610,4533,4,1495959025
62606,610,4553,4,1479543087
62685,610,4574,3.5,1493846434
62848,610,4638,3,1493845472
62904,610,4641,3.5,1493845221
62964,610,4643,2,1493845414
63129,610,4701,3,1479542287
63199,610,4718,3.5,1493847036
63262,610,4720,4,1493844988
63266,610,4721,1,1493849980
63274,610,4725,4,1493848192
63296,610,4728,3.5,1493846785
63347,610,4735,2.5,1479543104
63371,610,4744,3.5,1493848145
63469,610,4776,4.5,1493845937
63500,610,4794,5,1479544831
63556,610,4815,3.5,1493849192
63610,610,4816,4,1493847048
63616,610,4821,4,1493849188
63727,610,4848,5,1493845078
63737,610,4852,1,1493848559
63800,610,4866,3,1493849696
63825,610,4873,4,1479542829
63870,610,4876,2.5,1493849658
63980,610,4878,5,1493844843
64007,610,4881,3.5,1479544386
64141,610,4886,4,1479542968
64155,610,4887,2.5,1493845642
64197,610,4890,3.5,1479544272
64306,610,4896,4,1493844855
64318,610,4899,1,1493847963
64350,610,4901,3.5,1493847439
64360,610,4902,4,1493845804
64485,610,4958,3.5,1493846184
64608,610,4963,4,1493844817
64755,610,4973,4,1479543012
64813,610,4975,3.5,1493845410
64893,610,4979,4,1493844919
64933,610,4990,3.5,1493846948
65151,610,4993,5,1479545850
65360,610,5010,4.5,1493844978
65451,610,5025,3.5,1493847282
65465,610,5026,4.5,1493846819
65520,610,5049,4.5,1493850286
65614,610,5064,4,1493845250
65627,610,5065,3,1493848134
65698,610,5093,2.5,1493849685
65764,610,5108,2.5,1493849669
65789,610,5110,4,1493847209
65813,610,5128,2,1493847880
65831,610,5136,3.5,1493848655
65843,610,5139,5,1479542861
65852,610,5146,3.5,1493845798
66065,610,5219,2.5,1493848116
66103,610,5225,4.5,1493849381
66167,610,5254,4,1493848113
66227,610,5266,3.5,1493845169
66243,610,5275,1.5,1479542237
66270,610,5283,2.5,1493847290
66319,610,5294,4,1493847524
66329,610,5296,2.5,1493849493
66464,610,5313,2,1493846815
66487,610,5323,2,1493848202
66507,610,5329,3.5,1493849209
66652,610,5349,4.5,1479542641
66723,610,5377,3.5,1493847024
66815,610,5378,3.5,1479544549
66872,610,5388,3,1493847408
67041,610,5418,4,1493844837
67066,610,5420,3,1479542007
67135,610,5444,3.5,1493846492
67255,610,5445,4,1493844814
67287,610,5449,2.5,1493849399
67369,610,5459,3,1493844971
67393,610,5463,2.5,1493846170
67442,610,5464,3.5,1493845116
67462,610,5476,2,1493848290
67550,610,5481,3.5,1493845406
67647,610,5502,4,1493844974
67655,610,5504,3,1493846932
67694,610,5507,2,1493846038
67746,610,5528,4,1493848123
67871,610,5574,4,1493846068
67884,610,5577,4,1493847271
67966,610,5617,4,1493845273
68053,610,5618,4,1493844894
68133,610,5630,4,1493847417
68247,610,5669,4,1493844958
68284,610,5673,5,1493845252
68335,610,5679,4,1493848098
68417,610,5772,5,1479544766
68671,610,5816,4,1493844904
68682,610,5833,5,1493843863
68863,610,5902,4,1493847031
68907,610,5903,3.5,1493845441
68912,610,5909,5,1479545306
69197,610,5952,5,1479545858
69198,610,5953,4,1493849933
69220,610,5954,5,1493845265
69284,610,5956,3.5,1479542164
69312,610,5959,3.5,1493847578
69495,610,5989,3.5,1493844847
69622,610,6001,4.5,1479542185
69640,610,6003,4,1493847220
69652,610,6009,3,1479545381
69738,610,6016,5,1479542903
69768,610,6040,2,1493848271
69790,610,6058,3,1493848140
69818,610,6063,4,1493848298
69830,610,6095,3.5,1479542444
69913,610,6156,3.5,1479542300
69945,610,6157,2.5,1493847428
70066,610,6214,4.5,1479544856
70169,610,6250,3,1493845669
70241,610,6281,3.5,1493845223
70261,610,6283,4.5,1493845616
70300,610,6287,3,1493847091
70312,610,6290,3,1493848205
70326,610,6294,2,1493847875
70341,610,6296,4.5,1493847225
70449,610,6323,3,1493849089
70550,610,6333,4,1493845384
70710,610,6365,4,1493844872
70801,610,6373,3.5,1479544716
70951,610,6377,4,1493844706
71010,610,6378,3.5,1493844983
71039,610,6383,2.5,1493846084
71057,610,6387,3.5,1479542038
71100,610,6440,4.5,1479544324
71208,610,6502,5,1479542078
71235,610,6503,1.5,1493846056
71346,610,6537,3.5,1493845399
71500,610,6539,4,1493844694
71532,610,6541,1.5,1493845480
71553,610,6548,3,1493846789
71637,610,6567,3,1493849834
71721,610,6595,3.5,1493847505
71742,610,6615,3,1493848161
71753,610,6617,3.5,1493849964
71770,610,6618,4.5,1493847261
71794,610,6620,4,1493845340
71908,610,6686,1,1479542333
71937,610,6707,3.5,1493848170
71971,610,6708,3.5,1493847441
71985,610,6709,3.5,1493846114
72063,610,6711,5,1493845008
72095,610,6731,4,1495959036
72099,610,6734,2,1479543143
72155,610,6754,3,1493846017
72169,610,6755,4,1493847312
72195,610,6764,3,1493846886
72381,610,6807,4.5,1479543348
72409,610,6820,4,1493848224
72517,610,6863,4.5,1479542813
72529,610,6867,4,1493847197
72595,610,6872,1,1493848358
72615,610,6873,3,1479544373
72746,610,6874,4.5,1493844709
72933,610,6934,3.5,1493845393
72973,610,6936,3.5,1493847813
73034,610,6942,3.5,1493845063
73087,610,6947,4,1493846749
73160,610,6957,4.5,1493845299
73181,610,6966,4,1479542691
73202,610,6978,4,1479542837
73311,610,7007,4.5,1479545277
73376,610,7022,5,1479544903
73568,610,7090,3,1493845971
73616,610,7108,3.5,1479542463
73623,610,7115,3.5,1479544825
73747,610,7143,3.5,1493844937
73816,610,7147,4,1493845044
73843,610,7150,3,1479544295
74040,610,7153,5,1479545863
74134,610,7163,1.5,1479541995
74176,610,7173,3,1493847204
74191,610,7202,3,1493848602
74235,610,7235,4.5,1479545335
74416,610,7293,3.5,1493847055
74440,610,7307,3.5,1493844772
74488,610,7319,3,1493848336
74529,610,7324,3,1493849959
74606,610,7348,3.5,1493847734
74629,610,7360,4,1493846048
74760,610,7361,5,1479543278
74787,610,7367,3.5,1479544370
74792,610,7369,2.5,1493847980
74854,610,7373,4,1493845991
74914,610,7387,5,1479542961
74934,610,7419,4,1479542183
75044,610,7438,4.5,1493844840
75058,610,7439,3,1493846299
75117,610,7445,4,1493845205
75166,610,7451,4,1479542997
75190,610,7454,2,1493846051
75247,610,7460,3.5,1479544456
75266,610,7482,4.5,1479542320
75279,610,7562,2.5,1479544865
75355,610,7657,4,1493848751
75489,610,7846,3,1493848412
75504,610,7894,3.5,1479544798
75554,610,7981,4,1493847542
75564,610,7984,4,1495959169
75611,610,8042,4,1479542188
75650,610,8142,5,1479545324
75907,610,8361,3,1493845459
75931,610,8366,4,1493847283
76024,610,8368,4.5,1493844901
76027,610,8369,2.5,1493849252
76062,610,8371,3,1493845534
76117,610,8376,3,1493847058
76246,610,8526,3,1479542323
76391,610,8578,3,1493848527
76569,610,8636,5,1479542639
76654,610,8641,4.5,1479542753
76724,610,8644,3,1493844931
76810,610,8665,4.5,1493845012
76867,610,8781,3,1493849106
76895,610,8783,3,1493845245
76943,610,8784,3.5,1493845088
76993,610,8798,4.5,1493845101
77032,610,8807,4,1493847162
77058,610,8810,2.5,1493845547
77092,610,8838,4,1479542220
77093,610,8840,1,1479542247
77103,610,8860,3,1493846930
77117,610,8861,2,1493845603
77138,610,8865,2.5,1493846146
77262,610,8874,5,1479542569
77321,610,8910,3.5,1493849401
77341,610,8914,4,1493845360
77377,610,8917,4,1493846024
77455,610,8949,4,1493845161
77493,610,8950,4.5,1493849533
77533,610,8957,3,1493847395
77680,610,8961,5,1493844829
77867,610,8983,3.5,1493845284
77924,610,8985,2.5,1493845630
78043,610,26159,4,1479545044
78044,610,26169,5,1479545037
78101,610,26391,2.5,1479542228
78103,610,26399,3.5,1479544150
78104,610,26401,5,1479542057
78108,610,26413,3.5,1479542385
78126,610,26498,3,1479545197
78130,610,26510,3,1493879414
78140,610,26542,3.5,1493879422
78142,610,26547,5,1479542351
78156,610,26585,4.5,1479542026
78161,610,26603,4.5,1479543124
78165,610,26612,5,1479542033
78209,610,26681,5,1479542031
78244,610,26765,3.5,1479542426
78323,610,27032,4,1479542348
78365,610,27317,4,1479545331
78378,610,27397,5,1479545132
78385,610,27426,2.5,1479542394
78390,610,27441,4,1493848515
78396,610,27480,4.5,1479545320
78399,610,27491,3,1493848553
78409,610,27563,4,1479545308
78411,610,27584,4,1493848538
78416,610,27592,5,1479545128
78421,610,27604,3,1479545406
78506,610,27706,3.5,1479544731
78517,610,27722,5,1479545302
78536,610,27746,3,1493848598
78586,610,27773,5,1479545109
78588,610,27778,3,1493848667
78601,610,27790,4,1479542098
78615,610,27801,4.5,1493849704
78635,610,27808,3.5,1493847267
78682,610,27831,3.5,1493849568
78751,610,27904,3.5,1479542824
78752,610,27905,3.5,1493848501
78811,610,30745,5,1479545339
78920,610,30793,3,1493846721
78960,610,30810,4,1493845193
78995,610,30812,4.5,1479542167
79055,610,30825,3,1493849366
79085,610,31086,3.5,1479544897
79125,610,31364,5,1479545156
79154,610,31420,3,1493849758
79274,610,31685,3,1493845197
79312,610,31696,3.5,1493845201
79322,610,31804,3,1493847942
79343,610,31878,5,1493847160
79361,610,32011,2.5,1493848407
79389,610,32029,3,1493847618
79551,610,32587,4.5,1493844885
79567,610,32598,3.5,1479544297
79638,610,33004,3.5,1493846744
79668,610,33158,1.5,1493847713
79685,610,33162,3,1493846148
79762,610,33437,3.5,1493847603
79840,610,33493,4,1479544547
80002,610,33679,3,1493845924
80006,610,33683,3.5,1493848292
80129,610,33794,4,1493844834
80219,610,34048,4,1493845446
80340,610,34162,4,1493847053
80378,610,34319,2,1493849545
80381,610,34321,3,1479542841
80388,610,34323,4,1493847724
80489,610,34437,4,1479544439
80490,610,34450,4.5,1479542276
80515,610,34532,3.5,1493849170
80522,610,34534,3,1493847647
80610,610,35836,4.5,1479542750
80619,610,35957,3,1493849714
80645,610,36401,3.5,1479543351
80678,610,36519,3.5,1493846246
80756,610,36850,4.5,1479542366
80757,610,36931,3.5,1479542370
80772,610,37380,2,1493846928
80780,610,37382,3,1493847685
80826,610,37720,3,1493849739
80881,610,37729,3.5,1493846487
80917,610,37733,4,1493845278
81000,610,38038,4,1493846497
81035,610,38061,5,1479545217
81038,610,38095,5,1493843993
81062,610,38886,3.5,1493847301
81134,610,39381,4,1493846973
81177,610,39446,2.5,1493848129
81192,610,39801,3.5,1479545372
81203,610,40148,3,1493849250
81220,610,40278,4,1493845362
81229,610,40412,5,1479545629
81298,610,40723,3.5,1493848308
81309,610,40732,4,1493846840
81380,610,40815,3.5,1493846711
81570,610,41569,3.5,1493846756
81594,610,41712,4,1479545633
81630,610,41997,3.5,1493846033
81690,610,42632,4,1479545124
81696,610,42718,3.5,1493849756
81707,610,42723,4,1479545329
81744,610,42738,2.5,1493845614
81749,610,42946,5,1479542372
81750,610,43289,4,1479545316
81786,610,43679,3.5,1493849186
81841,610,43928,2,1493845830
81853,610,43936,3,1493846288
81985,610,44191,3.5,1493844860
82027,610,44195,3.5,1493845111
82068,610,44199,4,1493847397
82084,610,44397,3.5,1493848181
82121,610,44555,3,1493845173
82122,610,44597,4,1479545049
82164,610,44665,3,1493847392
82196,610,44761,4.5,1479542729
82209,610,44828,4,1493848219
82257,610,44974,3.5,1493849640
82278,610,45081,3,1493848150
82312,610,45186,4,1493846058
82322,610,45210,4,1493847561
82457,610,45499,3,1493845439
82510,610,45517,3,1493846485
82519,610,45662,2.5,1493848240
82566,610,45672,3,1493845327
82672,610,45722,3.5,1493844944
82691,610,45728,3.5,1493847216
82700,610,45730,3,1493847896
82762,610,46335,3,1493846302
82792,610,46530,3.5,1493845554
82874,610,46578,5,1479542918
82936,610,46965,2,1493847551
82968,610,46970,4,1493847218
83041,610,46976,4,1493845177
83051,610,47044,3.5,1493847615
83122,610,47200,3,1493847508
83134,610,47404,5,1479543310
83143,610,47465,4,1479543383
83249,610,47937,3,1493848409
83277,610,47997,3.5,1493845618
83300,610,48043,4,1493845336
83312,610,48082,4,1479543283
83319,610,48150,3,1493848827
83420,610,48385,4.5,1493847017
83501,610,48394,4,1479542910
83615,610,48516,5,1479542152
83636,610,48678,3,1495959053
83730,610,48774,5,1493844967
83820,610,48780,4,1479542917
83958,610,49272,5,1493845898
84092,610,49530,3,1493845930
84153,610,49932,4,1493849233
84240,610,50794,3,1493847598
84331,610,50872,5,1493846461
84364,610,51077,2,1493846204
84466,610,51255,5,1479542571
84485,610,51498,3,1493848757
84523,610,51540,5,1493845248
84611,610,51662,4,1493845902
84612,610,51666,2,1493848680
84624,610,51709,5,1479545147
84639,610,51927,3.5,1493848372
84670,610,51935,3,1493846124
84678,610,51939,2.5,1493848022
84685,610,52241,4,1493847722
84702,610,52245,3.5,1493847259
84730,610,52281,4,1493846071
84733,610,52283,2,1493848392
84766,610,52328,4,1479542085
84789,610,52458,3,1493849671
84804,610,52604,3,1493849654
84806,610,52644,3.5,1493848306
84860,610,52722,3.5,1479542644
84868,610,52831,3.5,1479542697
84880,610,52950,3,1493848047
84888,610,52952,5,1479545627
84944,610,52973,5,1479542755
84980,610,53000,4,1493845531
84982,610,53022,4.5,1479542417
85072,610,53125,3.5,1493845941
85090,610,53161,3,1479545136
85134,610,53435,3.5,1493848296
85174,610,53468,3,1493848312
85200,610,53519,3.5,1493849563
85248,610,53953,4,1493848132
85284,610,53972,4,1493846012
85339,610,53996,3,1493845467
85397,610,54001,4,1493846714
85465,610,54259,4,1493847815
85511,610,54272,3.5,1493846473
85600,610,54286,5,1493845026
85604,610,54372,3.5,1493847766
85659,610,54503,5,1479542966
85665,610,54648,1.5,1479542306
85679,610,54736,3.5,1493849700
85691,610,54785,3,1493848273
85707,610,54910,4,1493848549
85731,610,54995,3.5,1493846178
85756,610,54997,3.5,1493849956
85768,610,54999,3,1493847568
85785,610,55067,3.5,1493848671
85818,610,55118,4,1493849092
85836,610,55232,2.5,1493846256
85884,610,55247,3.5,1493845148
85900,610,55261,3.5,1479544300
85930,610,55269,4,1493847179
85961,610,55280,4,1493847268
85972,610,55282,3,1493848157
85992,610,55290,4,1493845347
86023,610,55492,4,1493848919
86026,610,55553,3,1493848338
86045,610,55721,3.5,1493847611
86083,610,55765,3.5,1493845203
86163,610,55820,5,1479544325
86173,610,55830,3.5,1479543285
86199,610,55995,3,1493846528
86219,610,56145,4.5,1493845638
86243,610,56156,2,1493849727
86324,610,56174,4,1493845074
86343,610,56336,4,1493848609
86416,610,56367,4,1493845047
86440,610,56620,3,1493848863
86476,610,56757,3.5,1493848118
86528,610,56782,5,1493850263
86542,610,56801,1,1493845711
86601,610,57274,4,1493849136
86629,610,57368,4,1493845522
86630,610,57421,4,1493848719
86642,610,57504,4.5,1493847901
86653,610,57528,3.5,1493849662
86659,610,57637,3.5,1495959172
86677,610,57640,4,1493846790
86718,610,57669,5,1493845166
86743,610,58025,2.5,1493846804
86764,610,58103,3,1493849723
86828,610,58295,3.5,1493847529
86841,610,58301,3.5,1493848233
86853,610,58332,2,1493848387
87017,610,58559,4.5,1493844688
87042,610,58826,2.5,1479543204
87049,610,58870,4,1479545371
87053,610,58964,4,1493848541
87056,610,58975,3.5,1493848361
87095,610,58998,4,1493849378
87113,610,59022,4,1493846893
87120,610,59103,3,1479542311
87243,610,59315,4,1493844870
87290,610,59369,3.5,1493845948
87366,610,59615,3,1493846768
87381,610,59727,4.5,1493848236
87437,610,59784,3.5,1479542284
87455,610,59915,3.5,1493848708
87464,610,60037,2.5,1493845734
87499,610,60040,3.5,1493845556
87604,610,60069,4.5,1493844866
87626,610,60072,2,1493849053
87655,610,60074,3,1493846015
87688,610,60303,4,1479545411
87691,610,60333,5,1493846343
87711,610,60471,3.5,1493848660
87771,610,60684,3.5,1493845433
87807,610,60760,2.5,1493849222
87815,610,60766,4.5,1493847583
87834,610,60941,3.5,1493848425
87886,610,61024,4,1493847168
87889,610,61026,3.5,1479542019
87925,610,61132,4.5,1493846041
87956,610,61240,5,1479544674
87980,610,61262,1.5,1493849289
87983,610,61289,3,1479545326
87984,610,61319,3.5,1493844787
88023,610,61323,3.5,1479544357
88042,610,61692,3,1493848887
88048,610,61818,0.5,1493848943
88058,610,62081,2.5,1493849123
88094,610,62336,5,1493848063
88136,610,62434,3.5,1493847250
88173,610,62849,3,1493847546
88286,610,63082,5,1479542074
88321,610,63113,3.5,1493846027
88342,610,63179,3.5,1479543290
88347,610,63276,3.5,1479545311
88366,610,63768,3,1479545068
88369,610,63826,4,1495959194
88426,610,64010,3.5,1493848793
88432,610,64030,2,1493846945
88470,610,64497,2.5,1493845715
88587,610,64839,4,1493849368
88669,610,64983,3,1493849811
88747,610,65514,4,1493846240
88823,610,66097,4,1493846499
88846,610,66310,3.5,1493848780
88859,610,66509,3.5,1479542766
88875,610,66785,3.5,1493849984
88904,610,66943,3.5,1493848892
88921,610,67087,4,1493847223
88922,610,67168,3.5,1493848745
88934,610,67197,3,1493846312
89017,610,67923,3,1493846390
89125,610,68157,5,1493845023
89138,610,68205,4,1493849734
89170,610,68237,4,1493845159
89198,610,68319,1,1493845505
89258,610,68358,4,1493844951
89263,610,68486,3.5,1479542022
89312,610,68791,3,1493846130
89326,610,68848,4,1479542732
89338,610,68952,4.5,1479542666
89443,610,68954,3.5,1493844881
89528,610,69122,4,1493844961
89534,610,69134,3,1493848172
89543,610,69275,4,1495959062
89618,610,69481,4.5,1493845208
89621,610,69516,3,1479544468
89644,610,69526,2,1493846153
89721,610,69757,3.5,1493847044
89731,610,69784,3.5,1493847304
89791,610,69844,4,1493846723
89812,610,69951,3,1479543356
89832,610,70206,3.5,1493848533
89833,610,70208,4,1493849337
89898,610,70286,4.5,1479542926
89962,610,70946,5,1479543164
89969,610,70994,4.5,1493850164
89990,610,71057,3,1493845648
90004,610,71135,3.5,1493845748
90014,610,71156,3,1493847325
90025,610,71252,3,1493848287
90032,610,71254,3,1493849753
90049,610,71264,4,1493846521
90062,610,71304,4.5,1479545130
90064,610,71341,3,1493848982
90069,610,71379,3,1493848155
90088,610,71464,4,1479544359
90171,610,71535,3.5,1493847030
90185,610,71732,3.5,1493848688
90197,610,71745,4,1493847878
90221,610,71899,4.5,1493846526
90223,610,71910,2.5,1493848618
90257,610,72011,4,1493849385
90262,610,72142,5,1479545413
90290,610,72226,4,1493846505
90320,610,72378,3,1493845552
90335,610,72424,0.5,1493849030
90348,610,72605,3.5,1493849842
90513,610,72998,4.5,1479544106
90575,610,73017,3.5,1493845069
90589,610,73211,4,1493849294
90600,610,73268,3.5,1493847953
